Id,Name,Level,Class,SubClass,VendorBuy,VendorSell,MarketValue,MinBuyout,Quantity,NumAuctions,HistoricalPrice,RegionMarketAvg,RegionMinBuyoutAvg,RegionQuantity,RegionHistoricalPrice,RegionSaleAvg,RegionAvgDailySold,RegionSaleRate,,0
41119,Saronite Bomb,75,Consumable,Explosives and Devices,1000,250,6662460,0,0,0,7715913,3243742,5189494,42,5155068,0,0,0,,
41146,Sun Scope,75,Consumable,Explosives and Devices,200000,50000,130155067,161525000,5,1,114469250,42331782,32213557,2,32556576,0,0,0,,
41167,Heartseeker Scope,80,Consumable,Explosives and Devices,100000,25000,47244141,32725900,1,1,50321833,27224942,37131656,3,39999518,0,0,0,,
42546,Mana Injector Kit,80,Consumable,Explosives and Devices,5405,1351,4767579,0,0,0,3168817,3671530,2540397,32,5827395,0,0,0,,
42641,Global Thermal Sapper Charge,75,Consumable,Explosives and Devices,20000,5000,0,0,0,0,0,3988292,4504900,38,2456029,0,0,0,,
44739,Diamond-Cut Refractor Scope,75,Consumable,Explosives and Devices,140000,35000,12898451,17794400,6,2,1903390,2679621,3953081,7,3115780,0,0,0,,
47828,Goblin Beam Welder,80,Consumable,Explosives and Devices,1000,250,73584666,96919700,2,2,39417385,29843190,47417406,3,41036093,0,0,0,,
48933,Wormhole Generator: Northrend,80,Consumable,Explosives and Devices,20000,5000,97695040,70005300,3,3,140603996,49111685,53350773,2,50072944,0,0,0,,
59594,Gnomish X-Ray Scope,85,Consumable,Explosives and Devices,100000,25000,0,0,0,0,0,98516669,109430061,2,112965085,0,0,0,,
59595,R19 Threatfinder,85,Consumable,Explosives and Devices,100000,25000,35803586,38056500,1,1,21388581,17217717,17684137,2,22275862,0,0,0,,
59596,Safety Catch Removal Kit,85,Consumable,Explosives and Devices,100000,25000,35016283,2.00E+07,9,3,44979733,12504675,16672093,3,13018214,0,0,0,,
60223,High-Powered Bolt Gun,85,Consumable,Explosives and Devices,90000,22500,33700,0,0,0,65085656,24131922,33299642,2,42031546,0,0,0,,
60853,Volatile Seaforium Blastpack,81,Consumable,Explosives and Devices,3600,900,7154789210,0,0,0,13605200,7566855,6036970,11,7080937,0,0,0,,
60854,Loot-A-Rang,85,Consumable,Explosives and Devices,90000,22500,54167603,58123100,3,3,84963879,107361670,95593701,2,105859168,0,0,0,,
63396,Big Daddy,85,Consumable,Explosives and Devices,3000,750,0,0,0,0,0,669884,671680,20,936087,0,0,0,,
70139,Flintlocke's Woodchucker,85,Consumable,Explosives and Devices,100000,25000,0,0,0,0,0,149302827,179804010,1,130862882,0,0,0,,
77529,Lord Blastington's Scope of Doom,90,Consumable,Explosives and Devices,100000,25000,98969375,99830000,21,10,63347913,47474615,52993385,2,50724069,0,0,0,,
77531,Mirror Scope,90,Consumable,Explosives and Devices,100000,25000,7842498,9320000,16,1,15698505,10641603,9991612,5,10910664,0,0,0,,
77532,Locksmith's Powderkeg,85,Consumable,Explosives and Devices,3600,900,190815708,199790200,1,1,156452682,34078733,31137264,9,57404844,0,0,0,,
77589,G91 Landshark,90,Consumable,Explosives and Devices,0,2500,284009,210000,26,3,227746,245214,209130,21,249045,0,0,0,,
87215,Wormhole Generator: Pandaria,90,Consumable,Explosives and Devices,20000,5000,42016976,0,0,0,47953580,66753458,73449996,1,73154817,0,0,0,,
87216,Thermal Anvil,90,Consumable,Explosives and Devices,0,250,95800,80000,15,15,157131,361871,299532,18,412223,0,0,0,,
108745,Personal Hologram,1,Consumable,Explosives and Devices,0,300000,20301905,21306800,1,1,15717662,16854707,14328393,3,15981242,0,0,0,,
109120,Oglethorpe's Missile Splitter,100,Consumable,Explosives and Devices,120000,30000,4445000,0,0,0,2361095,10376057,7249311,3,10508766,0,0,0,,
109122,Megawatt Filament,100,Consumable,Explosives and Devices,1200000,300000,22387925,2.00E+07,4,1,30550517,8778525,8402911,2,11135772,0,0,0,,
109167,Findle's Loot-A-Rang,100,Consumable,Explosives and Devices,90000,22500,15286299,0,0,0,13668707,14304755,13997537,3,14551843,0,0,0,,
109183,World Shrinker,1,Consumable,Explosives and Devices,30000,7500,7027034,25001200,1,1,26710472,16228201,15597272,3,16057596,0,0,0,,
109253,Ultimate Gnomish Army Knife,90,Consumable,Explosives and Devices,9027,2256,424912,359800,39,39,839656,1758285,1143491,12,2241820,0,0,0,,
109574,GUMM-E,1,Consumable,Explosives and Devices,16000,4000,34738407,25017600,2,2,29126194,24877828,39592394,1,34990028,0,0,0,,
111820,Swapblaster,1,Consumable,Explosives and Devices,300000,75000,29799657,30498300,1,1,43844952,25749413,23984019,2,27290018,0,0,0,,
112059,Wormhole Centrifuge,100,Consumable,Explosives and Devices,20000,5000,23676530,16955000,3,3,31989187,14538739,20555816,3,17255897,0,0,0,,
115511,Bizmo's Big Bang Boom Bomb,100,Consumable,Explosives and Devices,5000,250,0,0,0,0,0,4814673,3056400,14,5454641,0,0,0,,
115512,Gazlowe's Gargantuan Grenade,100,Consumable,Explosives and Devices,5000,250,0,0,0,0,0,25300,0,0,10237519,0,0,0,,
118007,Mecha-Blast Rocket,100,Consumable,Explosives and Devices,6000,1500,20974,20000,90,12,7706,53217,41451,59,37244,0,0,0,,
118008,Hemet's Heartseeker,100,Consumable,Explosives and Devices,1200000,300000,20675261,0,0,0,11458778,6633228,6315895,3,7027362,0,0,0,,
132509,Deployable Bullet Dispenser,80,Consumable,Explosives and Devices,4000,1000,118171703,121205000,2,1,92301116,18541462,23868835,4,19003988,0,0,0,,
132510,Gunpowder Charge,85,Consumable,Explosives and Devices,3000,750,685596,1100,1,1,265240,2224469,2575925,53,2914793,0,0,0,,
132511,Pump-Action Bandage Gun,110,Consumable,Explosives and Devices,3000,750,1.00E+08,1.00E+08,1,1,50738762,19899416,30100415,3,31336632,0,0,0,,
132513,Gunpack,105,Consumable,Explosives and Devices,3500,875,21379385,22164300,4,1,29596565,19091026,16663567,9,16870352,0,0,0,,
132514,Auto-Hammer,105,Consumable,Explosives and Devices,3500,875,7860675,6666900,183,7,5140475,6007897,5727597,150,5603755,0,0,0,,
132515,Failure Detection Pylon,105,Consumable,Explosives and Devices,3500,875,92037,84500,37,4,679611,2332771,2935914,23,2269168,0,0,0,,
132516,Gunshoes,105,Consumable,Explosives and Devices,3500,875,4835626,0,0,0,3346404,5748370,5952396,64,5483256,0,0,0,,
132517,Intra-Dalaran Wormhole Generator,105,Consumable,Explosives and Devices,3500,875,316563922,370462700,2,1,306019429,126351115,142305591,2,178574119,0,0,0,,
132518,Blingtron's Circuit Design Tutorial,105,Consumable,Explosives and Devices,3500,875,111279350,0,0,0,110308574,64117229,62841315,3,60504495,0,0,0,,
132519,Trigger,105,Consumable,Explosives and Devices,3500,875,619783048,874245000,1,1,536502043,254126675,270674701,1,252703822,0,0,0,,
132524,Reaves Module: Wormhole Generator Mode,105,Consumable,Explosives and Devices,3500,875,1390480827,1341845900,1,1,1553671008,594758853,696373576,1,531931585,0,0,0,,
132525,Reaves Module: Repair Mode,105,Consumable,Explosives and Devices,3500,875,130071595,0,0,0,223661080,213996169,240709939,1,253724009,0,0,0,,
132526,Reaves Module: Failure Detection Mode,105,Consumable,Explosives and Devices,3500,875,236317673,0,0,0,222107764,187098951,142255800,1,179335405,0,0,0,,
132528,Reaves Module: Fireworks Display Mode,105,Consumable,Explosives and Devices,3500,875,275772124,300783400,2,2,212738932,210801352,277113286,1,189040933,0,0,0,,
132530,Reaves Module: Bling Mode,105,Consumable,Explosives and Devices,3500,875,0,0,0,0,1023935358,315243158,301527827,1,365478854,0,0,0,,
132531,Reaves Module: Piloted Combat Mode,105,Consumable,Explosives and Devices,3500,875,0,0,0,0,0,4920077900,5163426920,1,3008366039,0,0,0,,
136851,Commander Domitille's Helm,1,Consumable,Explosives and Devices,0,0,0,0,0,0,3503442900,113183023,1.10E+08,1,3201981917,0,0,0,,
151652,Wormhole Generator: Argus,110,Consumable,Explosives and Devices,0,5000,10007500,10007500,1,1,63129206,32867061,33967065,2,31143327,0,0,0,,
153487,Organic Discombobulation Grenade,1,Consumable,Explosives and Devices,0,0,627079,501500,394,15,333281,739429,699450,117,188111,0,0,0,,
153490,F.R.I.E.D.,1,Consumable,Explosives and Devices,0,0,810703,550000,1299,22,486548,464926,344812,145,314486,0,0,0,,
153494,Thermo-Accelerated Plague Spreader,1,Consumable,Explosives and Devices,0,0,205056,306200,143,10,996445,266720,186535,53,261584,0,0,0,,
153510,Interdimensional Companion Repository,1,Consumable,Explosives and Devices,0,0,582467,50000,26,5,757129,1415033,1351812,31,1468947,0,0,0,,
153512,XA-1000 Surface Skimmer,1,Consumable,Explosives and Devices,12500,3125,738716,99000,68,12,1596408,1355121,623920,24,1357475,0,0,0,,
153573,Electroshock Mount Motivator,1,Consumable,Explosives and Devices,0,0,1360182,255500,41,41,1602009,1518141,1243820,19,1462304,0,0,0,,
153597,Deployable Attire Rearranger,1,Consumable,Explosives and Devices,0,0,174436,42500,164,16,206629,296482,250723,91,259693,0,0,0,,
158212,Crow's Nest Scope,110,Consumable,Explosives and Devices,1200000,50000,2270299,1200000,90,24,1357904,4102560,3489459,37,3136635,0,0,0,,
158327,Monelite Scope of Alacrity,100,Consumable,Explosives and Devices,120000,30000,300368,250000,114,28,349035,1151019,844920,52,1060619,0,0,0,,
158379,Unstable Temporal Time Shifter,1,Consumable,Explosives and Devices,0,0,254638,2.00E+05,144,4,833731,1555810,1156825,110,1271380,0,0,0,,
159827,Bomb-samdi Mojo Bombs,110,Consumable,Explosives and Devices,0,0,38065,37400,25,2,53850,96642,87336,41,114769,0,0,0,,
160560,Piece of Wreckage,1,Consumable,Explosives and Devices,0,2,0,0,0,0,0,188,0,0,128,0,0,0,,
163558,Sporonite Bomb,120,Consumable,Explosives and Devices,469000,10000,5665000,0,0,0,29724647,28355233,28387538,2,34321819,0,0,0,,
168807,Wormhole Generator: Kul Tiras,120,Consumable,Explosives and Devices,20000,5000,2372338,1980000,4,4,10639957,5099380,5115292,11,6567871,0,0,0,,
168808,Wormhole Generator: Zandalar,120,Consumable,Explosives and Devices,20000,5000,8425062,10820000,15,15,13312171,7136667,5393137,9,8316215,0,0,0,,
169858,"""Bee Bee"" Gun",1,Consumable,Explosives and Devices,0,1,116817,95100,21,21,296932,2534169,1088374,13,1650116,0,0,0,,
118,Minor Healing Potion,5,Consumable,Potion,20,5,48282,65000,11,3,24138,42852,28101,30,51923,0,0,0,,
858,Lesser Healing Potion,13,Consumable,Potion,100,25,3855,2900,21,5,9493,24115,15214,39,28298,0,0,0,,
929,Healing Potion,22,Consumable,Potion,300,75,15366,28600,98,7,24856,27735,18510,34,37839,0,0,0,,
1710,Greater Healing Potion,31,Consumable,Potion,500,125,21367,20100,9,4,20448,46002,34298,29,40774,0,0,0,,
2455,Minor Mana Potion,15,Consumable,Potion,40,10,9475,6000,67,8,16624,56237,34202,19,54317,0,0,0,,
2456,Minor Rejuvenation Potion,15,Consumable,Potion,60,15,4013,20100,7,1,96109,88403,88362,18,58505,0,0,0,,
2459,Swiftness Potion,15,Consumable,Potion,100,25,143608,1.00E+05,1014,35,63657,187283,231005,226,118326,0,0,0,,
3385,Lesser Mana Potion,24,Consumable,Potion,120,30,15467,8600,76,7,37405,27370,12130,21,41711,0,0,0,,
3386,Potion of Curing,55,Consumable,Potion,140,35,0,0,0,0,105,1014643,1046254,4,961298,0,0,0,,
3387,Limited Invulnerability Potion,50,Consumable,Potion,120,30,0,0,0,0,0,124192894,97965586,3,48134242,0,0,0,,
3823,Lesser Invisibility Potion,33,Consumable,Potion,400,100,980604,1084300,47,2,490091,767305,751583,39,914045,0,0,0,,
3827,Mana Potion,32,Consumable,Potion,480,120,23360,10000,22,3,64543,60598,61317,16,83642,0,0,0,,
3928,Superior Healing Potion,45,Consumable,Potion,1000,250,15994,4300,31,5,22340,40797,29175,44,52590,0,0,0,,
4596,Discolored Healing Potion,15,Consumable,Potion,100,25,101215387,0,0,0,65537675,5096755,4816033,1,16141462,0,0,0,,
4623,Lesser Stoneshield Potion,43,Consumable,Potion,1500,375,0,0,0,0,0,23601766,378552966,5,12922680,0,0,0,,
5631,Rage Potion,14,Consumable,Potion,120,30,24600715,2.00E+07,21,3,7122362,10202073,11428533,8,5218842,0,0,0,,
5633,Great Rage Potion,35,Consumable,Potion,600,150,106528511,109654100,2,2,130414349,75294939,70235200,4,90609823,0,0,0,,
5634,Free Action Potion,30,Consumable,Potion,300,75,1135741,0,0,0,3604193,2800948,3224330,9,2911883,0,0,0,,
6048,Shadow Protection Potion,27,Consumable,Potion,400,100,60668284,0,0,0,38658038,10638739,15301680,14,13279404,0,0,0,,
6049,Fire Protection Potion,33,Consumable,Potion,680,170,1805755,2500200,1,1,90069492,39526003,32705342,4,44852397,0,0,0,,
6050,Frost Protection Potion,38,Consumable,Potion,1200,300,33534999,38435900,2,2,23474188,8379862,8493875,6,7431309,0,0,0,,
6051,Holy Protection Potion,20,Consumable,Potion,250,62,5300100,0,0,0,2769996,1189365,1024884,10,1451973,0,0,0,,
6052,Nature Protection Potion,38,Consumable,Potion,1200,300,489253,200400,12,1,84064,333257,424848,12,428175,0,0,0,,
6149,Greater Mana Potion,41,Consumable,Potion,1200,300,25015,30200,32,3,21907,56884,43435,16,72152,0,0,0,,
6372,Swim Speed Potion,20,Consumable,Potion,140,35,169929,39900,15,6,227436,265750,226246,14,238248,0,0,0,,
9030,Restorative Potion,42,Consumable,Potion,800,200,0,0,0,0,0,5374930,15894733,4,3172816,0,0,0,,
9144,Wildvine Potion,45,Consumable,Potion,1000,250,8704758,13896600,6,1,17527032,13717441,22291118,13,18522293,0,0,0,,
9172,Invisibility Potion,47,Consumable,Potion,2000,500,6396342,9757000,1,1,2520879,10489931,11884146,36,14477361,0,0,0,,
12190,Dreamless Sleep Potion,45,Consumable,Potion,1000,250,33842,300,9,1,235466,3809269,2821503,5,4111787,0,0,0,,
13442,Mighty Rage Potion,51,Consumable,Potion,2000,500,1248296,0,0,0,684053,1189731,1167018,12,720589,0,0,0,,
13443,Superior Mana Potion,51,Consumable,Potion,1600,400,54119,50000,4,3,131577,221415,141273,5,234111,0,0,0,,
13444,Major Mana Potion,59,Consumable,Potion,6000,1500,23706,39700,40,7,16259,29131,20333,27,21500,0,0,0,,
13446,Major Healing Potion,55,Consumable,Potion,4000,1000,11755,6600,52,16,17931,40953,34792,49,29853,0,0,0,,
